,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Lable
98,24500,38.5,0.5,11.67,7.76,20.0,1.58,cycling
99,24750,43.25,1.3,18.33,2.49,17.25,3.27,cycling
100,25000,39.75,2.49,9.5,4.27,13.5,3.35,cycling
101,25250,35.25,3.27,15.67,1.25,19.0,0.82,cycling
102,25500,34.0,4.24,16.0,1.22,15.25,2.77,cycling
103,25750,36.33,2.36,10.75,3.49,19.25,2.05,cycling
104,26000,42.0,0.0,15.33,2.49,19.0,3.46,cycling
105,26250,40.67,2.05,13.75,7.36,14.33,4.19,cycling
106,26500,36.0,1.87,19.0,3.56,20.67,5.44,cycling
107,26750,33.75,3.77,22.0,0.71,11.75,3.49,cycling
108,27000,32.0,4.0,11.5,3.5,20.33,0.47,cycling
109,27250,38.75,1.3,13.75,2.28,18.25,2.17,cycling
110,27500,42.75,0.83,17.5,1.5,19.75,2.17,cycling
111,27750,43.67,1.25,13.0,2.16,11.25,2.49,cycling
112,28000,36.0,4.24,16.5,6.22,20.25,3.34,cycling
113,28250,32.75,2.17,23.75,0.43,14.75,3.7,cycling
114,28500,35.0,4.08,19.33,6.6,17.75,5.36,cycling
115,28750,37.0,3.74,13.5,3.35,17.25,2.28,cycling
116,29000,42.0,2.12,15.75,6.3,19.0,2.12,cycling
117,29250,39.75,5.76,15.5,2.29,15.25,4.38,cycling
118,29500,34.5,1.5,21.75,0.83,18.75,3.9,cycling
119,29750,33.75,3.27,19.75,2.77,13.33,5.19,cycling
120,30000,35.0,3.74,13.67,4.78,17.0,3.24,cycling
121,30250,40.5,1.5,11.0,3.0,17.5,2.06,cycling
122,30500,43.0,0.71,12.25,1.92,11.25,5.12,cycling
123,30750,36.0,3.32,9.33,6.94,11.33,4.19,cycling
124,31000,33.25,1.64,19.5,1.5,15.75,2.49,cycling
125,31250,34.0,3.67,14.25,3.9,15.25,3.7,cycling
126,31500,39.0,0.0,13.0,1.0,20.67,0.47,cycling
127,31750,43.0,1.0,11.67,5.56,19.0,2.16,cycling
128,32000,43.75,1.09,16.5,1.12,11.67,8.22,cycling
129,32250,36.0,4.24,14.25,7.46,15.25,2.49,cycling
130,32500,32.25,2.49,16.0,3.94,12.25,3.7,cycling
131,32750,29.33,6.8,13.0,1.0,20.33,0.47,cycling
132,33000,39.0,1.87,13.25,5.26,20.33,2.49,cycling
133,33250,43.25,1.09,17.67,2.05,19.33,2.05,cycling
134,33500,37.0,3.24,11.33,2.62,15.75,2.59,cycling
135,33750,33.0,2.12,18.25,2.17,19.5,2.69,cycling
136,34000,35.75,5.26,17.0,1.58,10.0,4.24,cycling
137,34250,38.25,1.48,15.0,0.0,16.67,2.87,cycling
138,34500,42.25,1.79,15.0,6.48,19.67,0.94,cycling
139,34750,43.0,1.41,12.67,2.49,19.67,1.25,cycling
140,35000,33.0,2.45,18.0,4.24,15.75,4.32,cycling
141,35250,33.25,0.43,15.25,2.28,12.5,2.29,cycling
142,35500,31.67,5.44,19.67,1.25,16.75,3.49,cycling
143,35750,37.75,1.3,12.67,3.68,18.0,3.54,cycling
144,36000,41.0,1.22,16.33,5.25,19.33,1.25,cycling
145,36250,42.33,1.25,12.5,1.5,18.33,2.49,cycling
146,36500,33.75,2.49,18.0,4.3,18.75,2.28,cycling
147,36750,33.0,0.0,15.0,2.24,15.5,0.87,cycling
148,37000,33.0,5.61,15.5,5.12,17.5,3.35,cycling
149,37250,36.67,0.94,13.67,3.77,17.0,4.9,cycling
150,37500,40.25,2.05,18.0,0.71,19.5,2.6,cycling
151,37750,42.75,1.09,13.75,2.68,11.5,6.42,cycling
152,38000,36.25,2.05,19.33,1.25,17.75,4.09,cycling
153,38250,33.0,1.87,17.33,0.94,14.0,2.16,cycling
154,38500,32.25,5.54,15.0,4.12,20.5,0.87,cycling
155,38750,39.0,0.0,14.25,2.68,19.5,1.5,cycling
156,39000,43.75,1.79,20.0,0.71,18.67,1.7,cycling
157,39250,39.67,3.3,15.0,2.45,17.33,0.94,cycling
158,39500,35.0,1.22,22.75,1.3,19.25,3.27,cycling
159,39750,33.25,3.49,19.75,2.77,14.25,3.96,cycling
160,40000,35.0,4.9,11.5,3.5,14.0,4.06,cycling
161,40250,40.75,1.3,14.75,3.9,13.25,1.79,cycling
162,40500,43.75,1.3,17.0,2.16,15.0,2.94,cycling
163,40750,34.25,5.45,11.33,2.87,16.25,2.49,cycling
164,41000,32.25,3.27,15.75,1.3,21.0,0.71,cycling
165,41250,31.75,3.03,16.33,3.09,13.75,2.05,cycling
166,41500,37.67,1.25,16.33,1.25,16.67,1.7,cycling
167,41750,44.0,1.58,11.5,1.8,19.25,1.79,cycling
168,42000,38.5,4.15,12.75,3.27,15.75,2.59,cycling
169,42250,34.75,1.79,14.75,2.77,14.5,7.83,cycling
170,42500,33.33,4.71,17.0,1.41,10.5,6.34,cycling
171,42750,33.33,4.03,15.0,0.0,16.75,4.32,cycling
172,43000,40.0,1.22,10.75,4.44,20.0,2.12,cycling
173,43250,43.75,1.3,13.33,3.09,18.0,2.55,cycling
174,43500,33.75,5.63,15.5,2.87,17.0,2.74,cycling
175,43750,32.0,1.22,20.0,1.22,14.25,2.49,cycling
176,44000,34.5,3.35,12.0,4.36,18.5,2.29,cycling
177,44250,38.25,1.48,14.5,1.5,17.25,0.83,cycling
178,44500,42.5,0.87,14.67,2.62,18.67,0.94,cycling
179,44750,35.5,4.09,11.75,2.17,15.25,3.9,cycling
180,45000,33.5,0.87,16.75,2.28,17.25,2.28,cycling
181,45250,35.75,7.15,14.75,5.36,16.75,1.64,cycling
182,45500,35.25,3.34,13.0,4.85,16.0,2.0,cycling
183,45750,43.5,2.06,14.0,2.45,18.75,1.92,cycling
184,46000,43.33,1.25,12.67,2.05,15.33,2.49,cycling
185,46250,38.0,1.41,11.33,2.05,18.75,1.48,cycling
186,46500,32.33,0.94,20.67,0.47,15.0,8.15,cycling
187,46750,32.67,4.5,16.33,3.68,14.25,3.34,cycling
188,47000,38.0,3.0,11.75,4.15,20.5,1.5,cycling
189,47250,42.75,1.3,18.0,1.87,15.0,4.24,cycling
190,47500,38.5,2.29,15.33,0.47,19.0,0.82,cycling
191,47750,35.67,2.05,20.0,1.22,16.0,2.94,cycling
192,48000,33.0,3.67,19.33,0.47,12.75,1.92,cycling
193,48250,33.0,2.45,15.67,1.7,17.5,1.66,cycling
194,48500,38.75,1.09,10.75,4.71,19.5,2.06,cycling
195,48750,42.75,1.3,15.0,1.87,19.5,1.8,cycling
196,49000,40.0,5.87,11.0,4.55,19.5,1.12,cycling
197,49250,33.75,1.3,16.33,3.68,19.0,1.58,cycling
198,49500,33.0,4.24,16.25,2.49,16.25,3.49,cycling
199,49750,34.75,3.03,14.33,0.94,17.0,1.63,cycling
200,50000,40.5,1.12,14.0,2.94,18.0,0.71,cycling
201,50250,43.5,1.12,16.0,2.12,18.25,2.77,cycling
202,50500,38.33,1.7,17.33,5.73,21.0,0.0,cycling
203,50750,32.25,0.83,20.0,1.22,13.75,6.76,cycling
204,51000,34.25,3.7,15.33,5.44,13.75,1.48,cycling
205,51250,39.67,0.47,11.67,5.31,19.0,2.74,cycling
206,51500,43.0,1.0,15.33,2.05,15.25,5.58,cycling
207,51750,39.25,2.68,14.0,1.41,18.25,1.92,cycling
208,52000,35.0,2.12,20.0,1.22,13.5,4.5,cycling
209,52250,34.5,3.35,18.5,1.12,15.0,1.87,cycling
210,52500,34.0,4.24,15.67,3.3,13.0,2.12,cycling
211,52750,40.33,0.94,15.75,2.28,19.67,1.25,cycling
212,53000,43.5,1.5,15.75,4.32,17.0,3.67,cycling
213,53250,35.0,4.69,15.5,4.27,16.5,3.91,cycling
214,53500,33.0,0.0,21.0,0.0,14.5,0.5,cycling
215,53750,34.33,4.99,18.2,1.6,13.4,5.61,cycling
216,54000,40.25,1.64,11.67,6.24,20.67,1.25,cycling
217,54250,44.0,1.22,17.0,1.22,20.25,2.86,cycling
218,54500,36.75,3.27,14.75,1.09,12.0,4.64,cycling
219,54750,33.75,1.3,19.5,1.12,17.5,4.15,cycling
220,55000,33.25,3.49,19.25,1.3,15.5,3.5,cycling
221,55250,35.67,2.87,17.25,2.86,14.0,2.16,cycling
222,55500,39.0,0.71,10.67,1.89,16.75,3.49,cycling
223,55750,42.0,0.0,16.67,2.62,22.0,0.71,cycling
224,56000,41.25,3.27,15.25,3.7,19.25,1.48,cycling
225,56250,34.25,1.79,14.0,6.0,19.0,0.82,cycling
226,56500,32.5,4.39,11.5,4.72,17.25,4.15,cycling
227,56750,38.67,2.05,8.0,4.24,16.75,5.17,cycling
228,57000,40.33,1.7,13.0,2.94,20.75,1.79,cycling
229,57250,43.0,1.22,14.25,3.27,21.25,0.43,cycling
230,57500,36.75,3.27,9.0,4.3,16.5,2.06,cycling
231,57750,30.5,2.29,13.67,0.47,18.67,0.94,cycling
232,58000,31.75,4.09,13.25,4.21,15.67,5.73,cycling
233,58250,38.5,0.5,12.0,1.41,19.25,1.09,cycling
234,58500,43.0,1.22,18.33,0.47,18.67,1.7,cycling
235,58750,38.5,2.6,13.67,1.89,18.75,1.79,cycling
236,59000,33.0,2.12,10.25,5.72,20.25,1.3,cycling
237,59250,35.33,5.91,17.75,3.11,13.67,1.25,cycling
238,59500,36.25,3.9,13.0,3.94,17.5,0.5,cycling
239,59750,40.0,1.63,16.33,3.09,15.5,2.18,cycling
240,60000,43.0,1.22,19.75,0.43,13.0,2.94,cycling
241,60250,36.25,2.17,15.67,0.47,17.75,0.43,cycling
242,60500,33.25,4.09,18.25,4.82,18.75,0.83,cycling
243,60750,35.75,4.92,15.33,4.71,14.25,3.34,cycling
244,61000,40.0,1.58,13.75,1.92,14.25,4.15,cycling
245,61250,42.5,0.5,19.0,1.0,16.75,4.6,cycling
246,61500,38.75,4.55,14.67,1.25,15.25,3.11,cycling
247,61750,33.25,2.49,15.33,1.7,21.0,0.0,cycling
248,62000,36.25,5.31,15.25,1.92,17.25,3.34,cycling
249,62250,38.0,1.63,13.0,3.24,19.67,1.89,cycling
250,62500,39.6,1.62,12.75,2.49,13.0,2.76,cycling
251,62750,43.0,1.0,11.67,1.7,19.67,1.25,cycling
252,63000,31.0,1.41,16.0,2.16,15.75,4.82,cycling
253,63250,31.5,1.12,16.75,2.05,18.5,2.5,cycling
254,63500,33.75,4.44,15.25,3.9,15.25,3.7,cycling
255,63750,39.0,0.82,10.67,2.62,16.0,1.22,cycling
256,64000,41.5,1.5,13.0,3.67,18.75,3.34,cycling
257,64250,39.25,4.82,12.25,3.9,18.25,3.9,cycling
258,64500,32.5,0.87,16.75,2.17,20.75,0.43,cycling
259,64750,32.75,3.7,14.75,3.03,14.0,3.74,cycling
260,65000,34.5,3.2,12.25,0.43,14.5,3.04,cycling
261,65250,43.0,1.41,15.5,2.5,13.5,4.5,cycling
262,65500,39.5,5.55,12.5,5.12,13.75,4.38,cycling
263,65750,33.5,1.5,13.5,3.2,17.8,1.6,cycling
264,66000,34.25,2.17,18.0,0.0,17.0,3.74,cycling
265,66250,34.75,3.7,13.75,6.8,17.0,2.45,cycling
266,66500,37.67,1.25,11.0,1.22,15.33,2.05,cycling
267,66750,42.75,1.48,15.25,2.17,17.0,1.41,cycling
268,67000,39.0,4.24,16.0,0.0,13.75,3.42,cycling
269,67250,31.5,1.12,14.75,2.17,20.5,3.28,cycling
270,67500,33.0,3.0,15.0,1.87,14.5,5.12,cycling
271,67750,36.25,2.17,11.67,4.19,18.0,0.0,cycling
272,68000,40.0,1.22,8.67,5.79,18.25,1.64,cycling
273,68250,43.5,1.5,13.0,1.41,19.75,1.09,cycling
274,68500,33.75,4.92,10.33,3.4,20.5,2.06,cycling
275,68750,31.75,1.09,16.5,2.69,19.25,4.26,cycling
276,69000,35.25,4.92,14.0,6.67,13.33,6.6,cycling
277,69250,38.0,3.0,15.67,2.49,11.33,6.34,cycling
278,69500,43.5,1.5,10.5,2.6,16.5,2.06,cycling
279,69750,40.0,4.06,9.5,4.92,9.0,4.58,cycling
280,70000,33.33,1.89,16.5,1.5,20.0,1.41,cycling
281,70250,32.0,1.22,18.5,1.5,17.0,2.92,cycling
282,70500,34.6,4.59,13.25,1.79,14.8,3.37,cycling
283,70750,37.5,0.5,7.0,3.74,20.67,2.05,cycling
284,71000,42.67,0.94,15.0,0.82,13.5,5.41,cycling
285,71250,40.0,4.18,10.25,6.06,13.75,4.02,cycling
286,71500,33.75,1.3,13.0,2.12,18.0,0.0,cycling
287,71750,33.0,3.94,16.25,2.49,17.0,1.22,cycling
288,72000,34.75,4.76,17.25,1.92,15.75,3.9,cycling
289,72250,39.75,1.3,11.25,5.12,19.25,1.09,cycling
290,72500,42.75,1.48,11.0,5.61,18.5,1.5,cycling
291,72750,36.0,4.24,12.75,2.49,21.0,2.12,cycling
292,73000,32.0,1.22,12.67,4.11,22.67,1.25,cycling
293,73250,35.0,4.95,14.33,4.11,11.75,6.72,cycling
294,73500,37.75,2.77,17.25,1.3,17.0,3.67,cycling
295,73750,42.0,1.22,16.0,1.41,14.75,1.64,cycling
296,74000,42.25,0.43,11.0,7.71,15.75,2.17,cycling
297,74250,35.5,2.6,15.5,3.57,20.5,2.29,cycling
298,74500,33.0,0.0,19.0,2.12,23.0,1.41,cycling
299,74750,33.5,4.15,18.0,3.32,17.25,3.56,cycling
300,75000,36.75,2.86,13.5,3.35,15.75,5.26,cycling
301,75250,41.0,1.58,8.25,2.17,13.25,4.6,cycling
302,75500,43.67,1.89,15.0,3.0,17.25,1.48,cycling
303,75750,35.0,4.58,12.75,0.83,15.25,4.02,cycling
304,76000,32.6,0.8,16.0,0.71,19.75,1.64,cycling
305,76250,35.67,6.18,13.33,3.4,14.5,3.2,cycling
306,76500,36.5,0.87,11.5,2.69,18.5,2.18,cycling
307,76750,42.0,2.12,15.0,2.12,14.5,2.06,cycling
308,77000,39.0,6.04,11.0,5.72,10.67,2.62,cycling
309,77250,32.25,0.83,13.25,1.3,16.25,3.34,cycling
310,77500,32.25,3.27,16.5,4.03,13.25,2.49,cycling
311,77750,35.25,4.92,15.5,2.5,21.33,1.25,cycling
312,78000,43.25,0.83,17.0,2.12,17.0,1.58,cycling
313,78250,41.5,2.87,19.0,2.83,14.5,2.6,cycling
314,78500,34.25,1.79,13.25,2.17,18.0,4.24,cycling
315,78750,33.25,1.64,18.0,1.87,16.75,2.49,cycling
316,79000,32.67,5.73,12.0,6.04,13.5,1.5,cycling
317,79250,36.0,1.87,14.75,2.28,16.0,2.74,cycling
318,79500,42.0,1.41,14.0,1.41,19.0,3.46,cycling
319,79750,42.0,0.0,18.0,2.0,17.0,2.92,cycling
320,80000,37.5,1.5,24.75,1.92,22.0,4.06,cycling
321,80250,35.0,1.41,19.0,1.0,19.0,1.0,cycling
322,80500,32.0,6.82,14.0,8.15,18.5,3.28,cycling
323,80750,40.0,1.41,17.67,4.71,18.75,5.93,cycling
324,81000,44.0,1.22,16.5,2.87,20.0,1.73,cycling
325,81250,36.25,3.9,15.0,2.45,17.5,4.5,cycling
326,81500,32.75,0.43,18.75,1.3,17.0,2.55,cycling
327,81750,36.25,5.26,13.75,5.36,17.25,2.49,cycling
328,82000,36.5,2.29,13.5,1.5,15.75,1.3,cycling
329,82250,41.25,1.3,8.5,3.5,18.67,2.62,cycling
330,82500,44.0,1.41,14.5,0.5,19.0,1.63,cycling
331,82750,38.0,3.67,12.25,2.68,16.75,4.02,cycling
332,83000,36.33,0.47,16.75,1.09,17.0,4.0,cycling
333,83250,31.67,1.25,13.33,3.4,17.25,3.34,cycling
334,83500,34.75,5.76,14.5,2.29,14.75,3.27,cycling
335,83750,38.0,1.58,12.0,2.55,17.0,1.58,cycling
336,84000,42.0,1.41,11.0,1.87,19.25,1.3,cycling
337,84250,41.25,3.27,10.0,5.0,19.0,2.74,cycling
338,84500,35.0,2.16,15.67,0.47,18.0,2.45,cycling
339,84750,33.5,1.5,17.0,1.58,14.75,2.49,cycling
340,85000,32.5,4.72,16.0,1.0,19.33,2.36,cycling
341,85250,38.67,0.47,0.0,0.0,0.0,0.0,cycling
342,85500,43.0,0.71,6.33,2.62,20.0,1.41,cycling
343,85750,43.0,1.22,9.25,5.93,16.75,3.03,cycling
344,86000,33.0,3.0,14.0,5.0,18.75,0.83,cycling
345,86250,33.0,0.0,16.67,1.25,11.0,2.83,cycling
346,86500,35.75,2.95,17.0,4.24,17.25,3.11,cycling
347,86750,36.0,2.45,15.5,0.5,20.0,1.22,cycling
348,87000,41.0,1.22,10.5,3.84,18.0,2.12,cycling
349,87250,41.0,3.0,13.25,1.79,18.0,3.67,cycling
350,87500,31.5,1.5,17.67,4.03,16.67,3.68,cycling
351,87750,32.75,4.02,16.75,2.05,15.25,0.43,cycling
352,88000,33.33,5.25,13.33,4.5,17.0,2.16,cycling
353,88250,39.0,0.0,10.5,2.5,17.75,0.43,cycling
354,88500,42.75,1.3,12.33,2.05,18.25,1.79,cycling
355,88750,40.25,4.92,9.0,3.56,17.33,2.49,cycling
356,89000,33.75,1.3,16.75,1.3,16.0,1.87,cycling
357,89250,33.5,2.18,16.25,2.38,14.0,2.45,cycling
358,89500,35.25,3.7,15.5,2.06,16.75,4.32,cycling
359,89750,38.25,1.3,11.5,1.5,21.0,1.58,cycling
360,90000,44.0,1.22,12.0,2.74,17.0,4.74,cycling
361,90250,40.5,2.96,11.25,2.86,18.0,2.12,cycling
362,90500,35.0,3.0,19.0,1.63,16.67,3.86,cycling
363,90750,34.5,3.35,16.67,2.36,16.67,0.94,cycling
364,91000,36.25,2.68,15.0,4.36,17.5,3.35,cycling
365,91250,40.67,1.25,17.67,1.7,19.67,1.25,cycling
366,91500,43.67,0.94,20.0,1.41,13.75,5.89,cycling
367,91750,39.0,1.63,14.0,2.83,21.33,1.25,cycling
368,92000,36.0,2.12,18.0,1.87,16.33,4.99,cycling
369,92250,33.75,2.49,14.75,3.56,17.0,3.67,cycling
370,92500,33.67,3.86,14.0,3.74,14.25,5.93,cycling
371,92750,40.75,1.3,16.25,4.97,16.5,3.64,cycling
372,93000,41.25,2.59,12.75,5.54,13.5,3.2,cycling
373,93250,35.0,2.0,17.5,5.5,20.5,3.5,cycling
374,93500,33.83,2.34,19.6,1.2,14.6,3.93,cycling
375,93750,36.5,2.87,17.5,2.6,17.33,1.25,cycling
376,94000,36.67,4.78,14.25,2.77,14.33,2.49,cycling
377,94250,41.0,1.22,11.0,3.56,18.75,0.43,cycling
378,94500,44.0,1.41,13.33,1.25,19.0,3.39,cycling
379,94750,35.5,4.82,15.25,3.11,16.25,4.02,cycling
380,95000,33.0,0.0,18.0,0.82,17.5,2.5,cycling
381,95250,33.5,4.5,17.5,0.87,17.75,4.55,cycling
382,95500,36.0,3.67,10.25,3.7,17.0,4.06,cycling
383,95750,42.5,1.8,19.33,1.7,17.0,4.97,cycling
384,96000,42.75,1.3,13.75,3.77,12.67,7.93,cycling
385,96250,34.25,4.09,15.0,4.3,18.75,1.3,cycling
386,96500,31.5,3.35,16.33,1.89,18.0,4.24,cycling
387,96750,33.75,6.18,10.5,2.06,18.33,2.05,cycling
388,97000,39.67,1.7,15.0,2.0,20.33,0.47,cycling
389,97250,44.67,0.47,11.0,3.27,22.0,0.82,cycling
390,97500,38.0,6.38,13.75,3.03,20.0,1.0,cycling
391,97750,33.0,2.12,15.5,2.87,19.25,1.09,cycling
392,98000,34.25,3.7,20.5,4.5,16.5,2.06,cycling
393,98250,35.5,3.57,13.75,7.98,18.0,4.74,cycling
394,98500,42.0,2.12,17.25,1.92,21.75,0.83,cycling
395,98750,43.5,1.5,15.25,2.59,16.0,3.74,cycling
396,99000,36.0,1.87,16.67,2.36,17.75,1.64,cycling
397,99250,34.0,1.41,15.0,0.82,18.5,0.5,cycling
398,99500,35.75,2.77,16.25,2.38,15.25,2.17,cycling
399,99750,35.75,2.49,13.75,1.3,16.0,4.58,cycling
400,100000,40.33,1.25,9.0,1.63,17.0,1.0,cycling
401,100250,42.0,0.89,15.4,1.62,16.6,3.72,cycling
402,100500,34.75,4.76,12.0,5.39,20.0,2.0,cycling
403,100750,33.75,1.3,18.5,0.5,14.25,3.34,cycling
404,101000,36.0,4.06,16.5,2.5,15.0,3.27,cycling
405,101250,37.25,1.64,14.25,1.92,15.0,2.24,cycling
406,101500,38.0,1.41,10.0,1.0,22.0,0.0,cycling
407,101750,41.4,2.8,12.5,4.39,20.4,1.2,cycling
408,102000,35.25,2.28,13.5,2.06,17.0,2.92,cycling
409,102250,33.0,2.16,18.25,1.48,12.67,4.19,cycling
410,102500,34.25,5.45,17.75,4.09,14.0,4.18,cycling
411,102750,34.67,1.89,15.0,3.56,16.75,3.42,cycling
412,103000,40.0,1.9,14.4,3.72,18.25,2.17,cycling
413,103250,43.0,1.41,15.0,0.0,21.0,0.71,cycling
414,103500,41.0,3.24,17.75,3.96,14.5,3.64,cycling
415,103750,35.75,1.64,21.5,2.87,20.75,3.7,cycling
416,104000,33.25,2.28,20.5,6.06,12.0,2.55,cycling
417,104250,36.0,4.42,17.5,5.5,18.0,5.24,cycling
418,104500,40.5,1.5,18.75,2.77,14.0,6.52,cycling
419,104750,44.0,1.22,19.0,1.22,15.75,3.34,cycling
420,105000,36.75,3.96,17.33,3.86,20.67,2.36,cycling
