,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Lable
187,46750,41.75,0.43,13.75,2.49,15.25,2.95,cycling
188,47000,38.25,2.49,19.67,1.25,25.0,2.94,cycling
189,47250,35.0,3.74,22.25,2.05,7.67,4.19,cycling
190,47500,33.5,3.84,17.5,0.87,17.25,3.9,cycling
191,47750,38.0,2.35,21.0,0.82,16.33,3.86,cycling
192,48000,38.0,0.82,18.0,3.67,13.67,1.25,cycling
193,48250,39.25,0.43,16.0,3.74,20.75,2.49,cycling
194,48500,37.67,0.94,12.33,0.47,21.75,1.92,cycling
195,48750,40.75,1.3,10.75,5.07,17.5,2.29,cycling
196,49000,32.25,3.9,21.75,2.49,21.0,3.67,cycling
197,49250,31.67,1.25,22.33,1.7,13.5,6.54,cycling
198,49500,36.5,2.87,18.75,3.83,14.75,3.9,cycling
199,49750,34.0,4.06,19.0,1.58,13.25,1.64,cycling
200,50000,38.25,1.3,20.0,2.12,21.0,2.55,cycling
201,50250,41.0,1.22,15.75,1.92,13.5,6.69,cycling
202,50500,38.0,5.83,16.75,4.09,16.0,5.05,cycling
203,50750,34.75,2.17,23.75,1.09,20.0,5.34,cycling
204,51000,29.0,4.74,20.67,2.05,19.5,0.5,cycling
205,51250,30.75,8.07,18.0,3.54,19.75,1.48,cycling
206,51500,32.0,7.12,18.25,2.77,15.0,2.45,cycling
207,51750,37.5,1.12,18.25,3.83,19.33,2.62,cycling
208,52000,40.25,1.79,12.5,2.6,19.25,4.92,cycling
209,52250,41.25,1.3,15.75,5.31,13.75,2.49,cycling
210,52500,35.25,2.49,23.25,1.92,21.75,5.76,cycling
211,52750,27.0,4.24,18.33,4.5,16.75,5.49,cycling
212,53000,32.0,7.12,21.0,0.82,19.0,1.58,cycling
213,53250,35.25,3.27,18.5,4.39,13.0,4.97,cycling
214,53500,39.0,0.0,18.25,3.19,19.5,0.5,cycling
215,53750,41.0,1.22,15.67,1.7,14.5,2.6,cycling
216,54000,39.0,2.12,17.5,4.97,25.75,2.86,cycling
217,54250,32.75,2.68,22.0,2.45,18.25,5.85,cycling
218,54500,32.33,2.62,13.5,1.5,17.5,2.5,cycling
219,54750,36.0,3.0,16.5,0.5,19.0,0.0,cycling
220,55000,37.67,1.25,17.0,2.16,20.5,0.5,cycling
221,55250,41.75,1.09,16.25,2.49,18.0,3.67,cycling
222,55500,42.67,1.7,13.33,5.56,12.0,4.95,cycling
223,55750,36.75,2.49,22.0,2.74,22.75,6.3,cycling
224,56000,29.75,2.17,17.25,4.44,16.75,3.63,cycling
225,56250,31.0,9.67,14.0,5.89,18.67,0.94,cycling
226,56500,32.0,5.66,18.0,3.54,14.0,4.0,cycling
227,56750,38.33,1.7,19.67,1.89,18.25,2.28,cycling
228,57000,42.25,1.48,15.33,2.05,17.25,3.9,cycling
229,57250,36.0,4.24,19.25,3.27,25.75,2.77,cycling
230,57500,32.25,2.28,19.5,2.96,15.25,5.63,cycling
231,57750,34.75,3.03,16.25,4.09,16.75,3.27,cycling
232,58000,36.75,2.28,14.75,7.36,14.5,0.5,cycling
233,58250,39.25,0.43,14.75,5.07,17.25,2.59,cycling
234,58500,41.5,0.5,9.5,2.29,10.25,3.27,cycling
235,58750,39.5,3.77,14.75,4.49,20.25,6.83,cycling
236,59000,33.67,3.3,19.67,3.4,25.5,1.5,cycling
237,59250,32.0,4.85,13.25,5.67,19.25,1.09,cycling
238,59500,31.0,6.48,22.0,1.41,18.0,0.0,cycling
239,59750,37.5,1.12,19.75,2.59,14.25,7.56,cycling
240,60000,40.33,1.25,13.5,3.2,19.33,3.77,cycling
241,60250,42.0,0.82,15.0,1.22,20.33,2.62,cycling
242,60500,35.75,2.86,20.0,2.83,24.67,2.62,cycling
243,60750,33.0,1.87,22.25,1.3,15.67,2.62,cycling
244,61000,30.5,5.5,14.5,6.5,18.0,5.2,cycling
245,61250,29.25,6.83,17.25,3.77,15.75,3.7,cycling
246,61500,37.25,1.3,19.5,4.5,20.5,2.06,cycling
247,61750,39.5,1.5,14.0,1.22,13.5,7.63,cycling
248,62000,42.25,0.43,13.33,4.5,18.5,4.03,cycling
249,62250,37.0,2.45,22.75,2.77,24.25,7.15,cycling
250,62500,31.0,1.87,19.5,5.02,17.5,2.29,cycling
251,62750,34.25,3.63,19.5,3.2,17.5,2.87,cycling
252,63000,37.0,1.22,16.33,4.19,17.0,2.45,cycling
253,63250,39.25,0.43,19.25,3.03,21.0,0.0,cycling
254,63500,42.0,0.82,14.33,0.94,12.33,5.79,cycling
255,63750,40.67,1.25,16.25,4.26,20.67,2.87,cycling
256,64000,34.75,2.05,23.25,1.3,24.75,2.86,cycling
257,64250,31.25,1.3,21.0,1.0,15.0,2.94,cycling
258,64500,39.0,2.45,21.33,2.05,15.33,2.05,cycling
259,64750,36.75,0.83,19.25,3.03,16.5,3.57,cycling
260,65000,39.25,0.43,19.0,3.81,19.75,0.83,cycling
261,65250,41.25,1.3,13.25,1.92,17.5,0.87,cycling
262,65500,38.75,5.07,17.67,1.89,20.0,4.36,cycling
263,65750,34.5,2.6,23.67,1.25,23.5,3.5,cycling
264,66000,31.33,0.94,21.67,0.47,17.5,0.5,cycling
265,66250,31.0,8.99,17.25,6.61,20.2,1.94,cycling
266,66500,34.0,5.87,17.75,4.32,15.5,2.6,cycling
267,66750,40.25,1.3,17.25,5.36,21.5,0.87,cycling
268,67000,42.25,0.43,15.75,2.28,14.33,2.49,cycling
269,67250,36.0,4.9,17.5,3.57,21.67,1.7,cycling
270,67500,32.0,2.83,21.5,2.6,20.33,4.11,cycling
271,67750,35.4,3.38,18.75,2.59,16.4,3.01,cycling
272,68000,34.67,3.4,21.0,3.0,16.0,3.0,cycling
273,68250,38.67,0.47,18.67,6.13,20.25,3.27,cycling
274,68500,40.5,1.12,16.67,2.36,21.25,4.76,cycling
275,68750,41.75,0.43,13.67,1.25,16.5,4.03,cycling
276,69000,35.67,2.05,20.0,2.94,25.5,6.1,cycling
277,69250,34.25,2.77,20.33,4.11,19.67,7.85,cycling
278,69500,37.5,3.35,21.5,2.87,18.0,1.41,cycling
279,69750,34.5,3.2,19.0,2.35,15.67,4.78,cycling
280,70000,39.5,0.5,17.75,3.96,19.0,1.58,cycling
281,70250,41.75,1.09,13.33,1.25,16.33,2.36,cycling
282,70500,38.25,2.49,20.0,0.82,23.33,3.3,cycling
283,70750,37.0,1.41,24.25,0.43,25.0,5.1,cycling
284,71000,30.0,0.0,19.67,2.49,8.0,2.12,cycling
285,71250,34.6,6.56,17.4,3.67,11.5,4.09,cycling
286,71500,36.33,0.47,15.0,0.0,15.25,7.98,cycling
287,71750,39.33,0.47,10.67,4.5,16.25,4.55,cycling
288,72000,42.0,0.0,15.0,5.24,18.0,4.47,cycling
289,72250,37.25,1.79,18.75,4.44,21.25,3.7,cycling
290,72500,31.25,1.79,23.5,1.5,11.25,3.96,cycling
291,72750,37.5,1.5,20.0,2.16,15.33,2.87,cycling
292,73000,38.25,1.09,15.25,7.08,12.0,5.24,cycling
293,73250,43.0,1.22,7.5,4.5,14.0,2.0,cycling
294,73500,39.0,3.67,7.4,4.03,21.6,2.33,cycling
295,73750,32.25,4.44,9.0,4.24,16.0,2.83,cycling
296,74000,24.33,3.3,11.33,2.05,19.33,5.25,cycling
297,74250,34.67,7.59,13.67,5.25,14.25,6.76,cycling
298,74500,34.75,3.34,17.75,3.96,16.75,3.96,cycling
299,74750,40.25,0.83,13.0,2.94,15.33,2.05,cycling
300,75000,41.25,1.3,18.25,3.7,19.0,1.41,cycling
301,75250,36.5,2.29,13.33,4.71,21.0,1.87,cycling
302,75500,26.33,5.25,12.75,4.66,13.33,8.73,cycling
303,75750,33.25,9.63,14.75,7.19,13.25,3.49,cycling
304,76000,31.5,8.08,13.67,6.18,15.67,5.73,cycling
305,76250,38.33,0.47,13.25,2.38,11.5,0.5,cycling
306,76500,42.25,0.43,13.0,2.74,20.33,0.94,cycling
307,76750,31.0,2.94,16.33,5.25,19.25,1.3,cycling
308,77000,27.0,5.61,15.25,5.36,20.25,4.92,cycling
309,77250,34.75,1.79,18.25,3.7,17.5,4.61,cycling
310,77500,37.25,1.64,18.75,2.17,15.25,2.17,cycling
311,77750,42.67,0.94,11.67,0.47,18.0,1.87,cycling
312,78000,37.75,5.8,14.33,2.05,18.0,2.45,cycling
313,78250,31.25,5.07,16.0,4.06,17.0,2.12,cycling
314,78500,25.67,1.7,19.75,2.77,24.0,4.24,cycling
315,78750,33.0,7.58,20.5,3.2,17.75,6.02,cycling
316,79000,38.5,1.5,17.33,0.94,17.75,5.63,cycling
317,79250,41.67,0.47,14.0,2.16,13.0,2.83,cycling
318,79500,37.25,3.7,16.25,1.09,18.0,3.67,cycling
319,79750,32.75,3.9,19.33,1.25,11.0,1.41,cycling
320,80000,29.5,7.37,17.25,7.26,18.75,5.36,cycling
321,80250,34.25,3.7,21.0,3.67,18.5,4.5,cycling
322,80500,38.75,1.79,16.75,3.49,24.75,2.49,cycling
323,80750,41.75,1.64,17.25,2.28,21.0,3.08,cycling
324,81000,34.5,4.5,20.0,3.24,21.0,1.87,cycling
325,81250,31.0,3.08,23.75,2.17,15.0,3.0,cycling
326,81500,36.5,4.82,17.0,2.16,15.67,5.56,cycling
327,81750,33.75,3.9,18.25,1.79,13.25,3.27,cycling
328,82000,39.0,0.82,18.0,3.94,19.0,2.94,cycling
329,82250,41.25,1.48,13.0,2.74,15.5,4.39,cycling
330,82500,37.75,3.42,16.0,2.74,20.0,5.34,cycling
331,82750,36.0,2.16,24.0,0.0,23.75,6.8,cycling
332,83000,34.0,4.74,20.0,2.12,18.0,4.24,cycling
333,83250,32.0,6.82,20.5,3.35,15.75,2.86,cycling
334,83500,38.5,0.87,20.25,1.3,20.75,1.64,cycling
335,83750,41.25,0.83,13.67,4.19,17.33,3.3,cycling
336,84000,38.5,2.06,17.5,1.5,23.0,3.39,cycling
337,84250,35.0,3.67,24.0,0.0,20.25,5.76,cycling
338,84500,23.33,8.06,16.5,8.02,18.0,4.9,cycling
339,84750,30.5,9.53,20.67,1.89,18.25,2.95,cycling
340,85000,36.5,2.29,20.75,1.09,15.25,2.17,cycling
341,85250,40.67,0.94,17.67,0.47,22.0,2.12,cycling
342,85500,41.8,0.4,13.8,4.96,17.75,2.86,cycling
343,85750,35.33,3.3,20.33,2.62,25.25,1.48,cycling
344,86000,33.33,3.4,23.25,1.3,19.0,1.41,cycling
345,86250,37.0,3.61,19.5,2.96,15.0,6.36,cycling
346,86500,36.0,0.0,18.0,5.79,16.0,3.39,cycling
347,86750,39.75,1.3,16.0,4.18,19.25,6.02,cycling
348,87000,42.0,0.0,15.5,2.29,15.25,2.95,cycling
349,87250,34.5,5.32,17.5,5.89,19.25,10.64,cycling
350,87500,32.75,2.17,23.0,1.22,15.0,7.48,cycling
351,87750,30.5,7.02,19.25,3.49,16.0,5.1,cycling
352,88000,30.25,8.84,14.75,8.55,15.5,7.3,cycling
353,88250,37.25,1.3,18.25,3.9,17.25,3.27,cycling
354,88500,41.25,1.3,11.0,1.41,17.67,2.87,cycling
355,88750,39.5,2.87,13.33,7.32,19.75,4.44,cycling
356,89000,35.25,3.27,22.5,1.12,20.25,5.8,cycling
357,89250,31.0,6.44,15.5,1.5,15.75,5.36,cycling
358,89500,30.0,7.26,19.0,6.12,18.0,2.45,cycling
359,89750,35.33,1.7,20.5,1.5,15.33,1.89,cycling
360,90000,39.5,1.5,15.25,4.71,18.25,3.27,cycling
361,90250,40.67,1.25,14.0,2.0,21.0,2.0,cycling
362,90500,37.25,1.48,24.0,1.87,21.0,10.56,cycling
363,90750,31.75,2.49,23.25,3.27,19.25,2.05,cycling
364,91000,35.5,3.28,19.25,5.89,15.25,3.27,cycling
365,91250,37.25,1.3,16.5,5.12,19.5,3.35,cycling
366,91500,39.75,1.3,12.75,3.11,21.25,5.93,cycling
367,91750,41.25,1.92,18.0,0.82,18.25,4.15,cycling
368,92000,37.25,1.3,25.0,4.58,25.25,5.36,cycling
369,92250,30.0,3.54,28.25,3.63,17.25,3.03,cycling
370,92500,32.0,8.4,22.75,2.86,22.5,2.6,cycling
371,92750,34.0,4.06,19.75,4.6,16.0,7.11,cycling
372,93000,39.75,1.48,20.33,0.47,21.33,2.49,cycling
373,93250,40.0,1.58,13.5,2.29,22.75,3.34,cycling
374,93500,37.0,1.41,28.0,2.45,21.67,11.09,cycling
375,93750,29.67,2.05,25.0,2.83,17.25,2.59,cycling
376,94000,33.0,5.66,20.0,3.74,17.5,3.35,cycling
377,94250,36.0,1.87,17.0,5.0,19.0,3.74,cycling
378,94500,39.75,0.83,14.75,1.79,22.5,2.6,cycling
379,94750,41.75,0.43,11.75,5.17,16.75,2.28,cycling
380,95000,38.5,3.91,14.33,3.4,22.0,2.45,cycling
381,95250,35.25,1.92,27.75,2.49,21.25,3.34,cycling
382,95500,30.25,1.09,26.25,3.9,17.25,2.86,cycling
383,95750,35.25,4.82,22.5,3.57,20.5,2.29,cycling
384,96000,36.0,0.82,18.67,6.34,14.5,5.89,cycling
385,96250,39.0,1.87,22.0,1.58,23.75,3.49,cycling
386,96500,42.0,0.0,18.0,1.87,11.0,2.94,cycling
387,96750,35.75,4.6,22.5,1.5,22.33,4.11,cycling
388,97000,31.25,2.77,28.5,1.12,16.5,2.69,cycling
389,97250,32.33,2.62,22.0,3.54,16.33,1.89,cycling
390,97500,32.67,5.44,21.0,2.45,18.0,2.12,cycling
391,97750,36.0,2.12,18.0,4.3,17.0,4.74,cycling
392,98000,39.0,1.87,16.5,1.5,23.0,3.0,cycling
393,98250,40.25,2.49,10.75,4.09,14.0,8.8,cycling
394,98500,35.5,2.18,26.75,3.49,24.25,6.53,cycling
395,98750,31.75,2.49,26.75,1.09,15.67,2.62,cycling
396,99000,34.0,4.24,22.5,1.66,18.0,3.67,cycling
397,99250,29.5,8.44,18.33,4.5,23.33,0.94,cycling
398,99500,35.25,1.3,21.0,4.24,22.67,2.62,cycling
399,99750,41.0,1.22,17.5,1.8,22.0,4.97,cycling
400,100000,40.67,1.25,15.75,2.28,19.0,2.83,cycling
401,100250,36.75,1.3,27.0,1.87,24.5,4.5,cycling
402,100500,30.33,0.47,24.67,1.25,10.5,3.2,cycling
403,100750,36.75,4.44,20.25,3.56,17.25,1.48,cycling
404,101000,37.25,0.83,13.5,8.08,19.5,2.69,cycling
405,101250,38.5,0.5,14.25,5.76,21.5,0.5,cycling
406,101500,41.5,1.12,7.0,3.94,19.0,1.22,cycling
407,101750,37.75,1.92,15.25,4.38,22.5,4.72,cycling
408,102000,35.5,2.87,26.75,1.79,22.33,5.44,cycling
409,102250,31.25,0.83,22.5,4.5,15.75,3.34,cycling
410,102500,32.0,6.93,22.5,1.66,21.0,1.41,cycling
411,102750,35.5,4.97,15.5,4.82,17.25,3.96,cycling
412,103000,40.25,1.3,11.0,2.83,20.75,2.17,cycling
413,103250,40.0,2.45,12.5,3.64,21.0,3.08,cycling
414,103500,34.75,2.77,23.5,3.35,24.75,3.9,cycling
415,103750,35.0,2.74,22.25,1.79,17.25,3.11,cycling
416,104000,37.5,2.6,20.25,8.32,18.5,1.5,cycling
417,104250,38.5,0.5,20.5,0.5,18.5,0.5,cycling
418,104500,39.0,0.71,15.67,5.19,21.25,0.43,cycling
419,104750,41.5,0.87,9.5,3.04,12.25,2.49,cycling
420,105000,33.33,3.68,15.0,2.45,20.5,2.5,cycling
