,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Lable
46,11500,42.0,0.0,14.75,0.43,10.0,0.0,sitting
47,11750,42.0,0.0,13.33,0.47,9.5,0.5,sitting
48,12000,42.0,0.0,14.5,0.87,10.25,1.3,sitting
49,12250,42.0,0.0,14.5,0.87,5.0,3.67,sitting
50,12500,42.0,0.0,15.0,0.0,3.0,2.16,sitting
51,12750,42.0,0.0,16.25,0.83,11.25,2.86,sitting
52,13000,42.0,0.0,18.0,0.0,15.0,0.71,sitting
53,13250,41.5,0.5,17.5,0.5,15.0,0.0,sitting
54,13500,41.5,0.5,17.67,0.47,15.33,0.47,sitting
55,13750,41.75,0.43,17.25,0.43,15.75,0.83,sitting
56,14000,41.67,0.47,17.25,0.83,15.0,0.82,sitting
57,14250,41.5,0.5,14.0,1.22,14.33,0.47,sitting
58,14500,41.67,0.47,12.0,0.0,13.0,0.71,sitting
59,14750,41.5,0.5,12.75,1.3,13.75,1.3,sitting
60,15000,42.0,0.0,14.25,0.83,13.75,0.83,sitting
61,15250,42.0,0.0,13.5,1.5,10.0,1.63,sitting
62,15500,42.0,0.0,12.0,0.0,9.33,0.47,sitting
63,15750,42.0,0.0,13.33,0.94,7.25,1.3,sitting
64,16000,42.0,0.0,13.25,0.43,6.25,0.83,sitting
65,16250,42.0,0.0,12.25,0.43,6.25,0.43,sitting
66,16500,42.0,0.0,12.0,0.0,5.33,1.25,sitting
67,16750,42.0,0.0,11.25,1.3,7.67,2.05,sitting
68,17000,42.0,0.0,10.0,0.82,10.33,0.94,sitting
69,17250,42.0,0.0,9.0,0.0,11.33,0.47,sitting
70,17500,42.0,0.0,10.67,1.25,13.67,1.25,sitting
71,17750,42.0,0.0,10.5,1.12,17.5,1.66,sitting
72,18000,41.67,0.47,8.67,2.49,12.0,5.61,sitting
73,18250,40.5,1.12,13.0,0.71,3.0,0.82,sitting
74,18500,40.75,0.43,12.5,0.87,2.67,1.25,sitting
75,18750,41.25,0.83,13.25,1.3,4.25,1.48,sitting
76,19000,41.25,0.83,14.75,0.43,6.33,1.25,sitting
77,19250,41.25,0.83,14.75,0.43,6.25,1.48,sitting
78,19500,41.0,1.0,15.0,0.0,7.0,0.82,sitting
79,19750,41.5,0.5,15.0,0.0,6.5,0.5,sitting
80,20000,41.75,0.43,13.0,2.16,11.33,0.47,sitting
81,20250,41.5,0.5,10.75,2.17,8.0,2.24,sitting
82,20500,41.5,0.5,10.75,0.83,6.0,4.08,sitting
83,20750,41.25,0.83,13.0,1.63,8.0,0.0,sitting
84,21000,41.5,0.5,10.75,1.3,11.5,0.5,sitting
85,21250,41.67,0.47,9.75,0.83,10.67,1.25,sitting
86,21500,42.0,0.0,11.0,1.22,9.0,2.12,sitting
87,21750,42.0,0.0,11.25,0.83,8.6,3.38,sitting
88,22000,42.0,0.0,12.0,0.0,13.0,0.82,sitting
89,22250,42.0,0.0,12.0,0.0,11.75,0.43,sitting
90,22500,42.0,0.0,14.0,1.0,10.67,0.47,sitting
91,22750,41.75,0.43,19.25,2.49,14.75,2.77,sitting
92,23000,41.5,0.5,20.5,0.5,13.0,1.0,sitting
93,23250,41.5,0.5,20.75,0.43,11.75,0.43,sitting
94,23500,41.5,0.5,20.75,0.43,11.75,1.09,sitting
95,23750,41.5,0.5,19.75,0.43,11.75,0.43,sitting
96,24000,41.5,0.5,19.75,0.83,11.5,2.06,sitting
97,24250,41.75,0.43,19.25,1.3,15.0,2.12,sitting
98,24500,42.0,0.0,20.5,0.87,12.33,0.47,sitting
99,24750,43.25,0.43,20.75,0.43,10.75,1.3,sitting
100,25000,43.5,0.5,20.5,0.5,13.0,0.71,sitting
101,25250,43.5,0.5,20.75,0.43,10.0,1.22,sitting
102,25500,43.0,0.71,18.75,2.28,11.5,6.02,sitting
103,25750,42.5,0.5,18.0,0.0,14.0,1.22,sitting
104,26000,42.25,0.43,18.5,0.87,13.0,1.22,sitting
105,26250,42.5,0.5,20.0,0.0,14.33,0.94,sitting
106,26500,42.5,0.5,19.67,0.47,10.33,0.47,sitting
107,26750,42.67,0.47,18.75,0.83,12.0,0.82,sitting
108,27000,42.5,0.5,18.25,0.43,13.0,1.22,sitting
109,27250,42.0,0.0,18.0,0.0,14.0,0.71,sitting
110,27500,42.25,0.43,19.0,1.0,13.25,1.09,sitting
111,27750,42.33,0.47,19.67,0.47,14.75,1.48,sitting
112,28000,42.67,0.47,17.67,0.47,14.75,0.83,sitting
113,28250,42.75,0.43,16.25,1.09,12.5,1.12,sitting
114,28500,42.5,0.5,13.0,2.0,14.0,1.22,sitting
115,28750,42.5,0.5,14.0,1.22,10.0,2.74,sitting
116,29000,42.5,0.5,15.0,0.0,11.5,0.5,sitting
117,29250,42.5,0.5,14.8,1.47,11.0,2.68,sitting
118,29500,42.5,0.5,14.25,0.83,13.5,2.06,sitting
119,29750,42.5,0.5,15.0,0.71,13.0,1.41,sitting
120,30000,42.5,0.5,14.5,1.5,15.0,0.0,sitting
121,30250,42.5,0.5,7.33,1.25,13.67,1.25,sitting
122,30500,42.75,0.83,11.0,4.32,11.67,1.25,sitting
123,30750,42.75,0.83,17.25,1.3,8.0,5.52,sitting
124,31000,42.5,0.5,15.75,0.83,9.0,3.0,sitting
125,31250,42.5,0.5,18.25,0.43,13.5,1.66,sitting
126,31500,42.75,0.83,18.25,0.43,10.75,0.83,sitting
127,31750,43.0,0.71,19.25,0.43,8.33,0.94,sitting
128,32000,43.0,0.0,19.0,0.71,7.75,1.3,sitting
129,32250,43.0,0.82,19.25,0.43,10.67,0.47,sitting
130,32500,42.75,0.43,19.0,0.0,11.25,0.83,sitting
131,32750,42.67,0.47,19.33,0.47,13.25,0.83,sitting
132,33000,43.5,0.5,20.0,0.0,12.75,0.83,sitting
133,33250,43.5,0.5,19.5,0.5,12.0,0.71,sitting
134,33500,43.5,0.5,18.75,0.43,11.75,1.09,sitting
135,33750,43.5,0.5,18.75,0.43,9.5,1.5,sitting
136,34000,43.75,0.43,18.0,0.0,11.0,0.82,sitting
137,34250,43.5,0.5,17.25,1.3,10.75,0.83,sitting
138,34500,43.5,0.5,18.5,0.5,8.5,1.66,sitting
139,34750,43.67,0.47,18.25,0.43,6.33,0.47,sitting
140,35000,43.5,0.5,18.5,0.5,6.5,0.5,sitting
141,35250,43.75,0.43,19.0,0.0,8.67,0.94,sitting
142,35500,43.33,0.47,18.67,0.47,5.0,0.0,sitting
143,35750,43.5,0.5,18.25,1.09,7.5,2.06,sitting
144,36000,43.5,0.5,16.75,1.92,8.5,2.5,sitting
145,36250,43.5,0.5,19.5,1.12,9.33,2.05,sitting
146,36500,43.5,0.5,19.5,0.5,10.5,1.5,sitting
147,36750,43.75,0.43,19.25,0.43,8.75,1.09,sitting
148,37000,43.5,0.5,18.5,0.5,7.5,1.5,sitting
149,37250,43.5,0.5,19.0,0.71,7.5,0.5,sitting
150,37500,43.5,0.5,18.5,0.5,6.67,0.47,sitting
151,37750,43.5,0.5,18.25,0.43,7.33,0.47,sitting
152,38000,43.5,0.5,18.25,0.43,8.5,1.12,sitting
153,38250,43.5,0.5,19.33,1.7,7.0,2.94,sitting
154,38500,44.0,0.0,17.33,0.94,7.0,0.0,sitting
155,38750,43.75,0.43,20.5,0.87,11.25,0.83,sitting
156,39000,43.67,0.47,20.75,0.43,10.0,1.0,sitting
157,39250,43.75,0.43,19.0,1.22,6.67,0.47,sitting
158,39500,43.5,0.5,19.25,1.3,10.67,4.03,sitting
159,39750,43.5,0.5,19.5,0.5,7.25,1.48,sitting
160,40000,43.33,0.47,19.33,0.47,10.67,1.25,sitting
161,40250,43.5,0.5,19.75,0.43,11.5,0.5,sitting
162,40500,43.5,0.5,19.75,0.43,11.75,0.43,sitting
163,40750,43.5,0.5,19.75,0.43,11.75,0.43,sitting
164,41000,43.5,0.5,20.25,0.43,11.25,0.43,sitting
165,41250,43.5,0.5,20.0,0.0,11.25,0.43,sitting
166,41500,43.5,0.5,19.25,0.43,13.25,0.83,sitting
167,41750,43.5,0.5,19.0,0.0,12.75,0.83,sitting
168,42000,43.5,0.5,20.0,0.0,11.75,0.43,sitting
169,42250,43.5,0.5,20.25,0.43,11.5,0.87,sitting
170,42500,43.5,0.5,20.0,0.0,11.5,0.5,sitting
171,42750,43.5,0.5,20.0,0.0,11.67,0.47,sitting
172,43000,43.5,0.5,20.0,0.0,11.5,0.5,sitting
173,43250,43.67,0.47,20.25,0.43,12.33,0.47,sitting
174,43500,43.5,0.5,18.75,0.83,11.5,0.5,sitting
175,43750,43.67,0.47,18.5,0.5,11.33,0.47,sitting
176,44000,43.5,0.5,18.25,0.43,11.0,0.82,sitting
177,44250,43.33,0.47,18.0,0.0,8.0,1.22,sitting
178,44500,43.5,0.5,18.5,0.5,8.0,0.82,sitting
179,44750,43.5,0.5,18.5,0.5,7.75,0.43,sitting
180,45000,43.5,0.5,18.25,0.43,9.0,1.63,sitting
181,45250,43.5,0.5,18.75,0.83,10.33,0.94,sitting
182,45500,43.5,0.5,20.0,0.0,9.5,1.5,sitting
183,45750,43.67,0.47,18.75,0.43,9.67,1.7,sitting
184,46000,43.5,0.5,17.75,0.43,11.5,0.87,sitting
185,46250,43.33,0.47,20.0,0.0,10.0,0.71,sitting
186,46500,43.5,0.5,20.0,0.0,9.33,0.47,sitting
187,46750,43.5,0.5,20.25,0.43,11.25,1.3,sitting
188,47000,43.5,0.5,20.5,0.5,12.25,0.43,sitting
189,47250,43.5,0.5,20.75,0.43,12.0,0.0,sitting
190,47500,43.5,0.5,21.0,0.0,12.0,0.71,sitting
191,47750,43.5,0.5,20.25,0.43,12.0,0.71,sitting
192,48000,43.5,0.5,18.25,0.43,12.75,0.83,sitting
193,48250,43.25,0.83,18.0,0.0,14.67,1.25,sitting
194,48500,42.5,0.5,18.0,0.0,13.5,0.5,sitting
195,48750,42.0,0.0,17.75,0.43,13.25,1.3,sitting
196,49000,43.0,0.71,17.0,1.41,14.67,0.47,sitting
197,49250,43.5,0.5,18.0,0.0,12.67,0.47,sitting
198,49500,43.67,0.47,17.5,0.5,13.0,1.41,sitting
199,49750,43.4,0.49,18.0,0.0,10.5,1.12,sitting
200,50000,43.67,0.47,19.75,0.83,10.0,1.0,sitting
201,50250,43.5,0.5,20.75,0.43,7.25,1.3,sitting
202,50500,43.5,0.5,21.0,0.0,6.33,2.05,sitting
203,50750,43.33,0.47,21.0,0.0,9.75,0.83,sitting
204,51000,43.33,0.47,21.0,0.0,10.25,0.83,sitting
205,51250,43.5,0.5,20.75,0.43,8.0,2.24,sitting
206,51500,43.5,0.5,20.75,0.43,7.0,1.22,sitting
207,51750,43.5,0.5,21.0,0.0,8.0,0.71,sitting
208,52000,43.5,0.5,21.0,0.0,9.0,1.0,sitting
209,52250,43.5,0.5,21.0,0.0,7.0,1.0,sitting
210,52500,43.5,0.5,21.0,0.0,3.75,0.83,sitting
211,52750,43.5,0.5,21.0,0.0,3.5,1.12,sitting
212,53000,43.5,0.5,21.0,0.0,4.75,1.92,sitting
213,53250,43.5,0.5,21.0,0.0,9.5,1.12,sitting
214,53500,43.5,0.5,21.0,0.0,7.33,1.25,sitting
215,53750,43.5,0.5,21.0,0.0,3.5,0.5,sitting
216,54000,43.5,0.5,21.0,0.0,1.5,0.5,sitting
217,54250,43.5,0.5,21.0,0.0,4.0,0.0,sitting
218,54500,43.5,0.5,21.0,0.0,2.0,0.0,sitting
219,54750,43.5,0.5,20.75,0.43,8.0,0.0,sitting
220,55000,43.67,0.47,18.5,0.5,10.33,1.25,sitting
221,55250,43.5,0.5,19.75,1.64,11.0,2.12,sitting
222,55500,43.5,0.5,21.0,0.0,9.25,1.64,sitting
223,55750,43.67,0.47,21.67,0.47,7.75,1.09,sitting
224,56000,43.5,0.5,22.5,0.5,8.75,1.09,sitting
225,56250,43.5,0.5,22.25,0.43,9.5,0.87,sitting
226,56500,43.5,0.5,21.5,1.66,12.0,1.41,sitting
227,56750,43.0,0.82,20.67,0.47,13.0,0.71,sitting
228,57000,43.5,0.5,20.75,0.43,13.0,1.0,sitting
229,57250,43.5,0.5,18.75,0.43,10.0,0.82,sitting
230,57500,43.5,0.5,18.25,0.43,13.0,1.22,sitting
231,57750,43.67,0.47,18.0,0.0,15.0,0.0,sitting
232,58000,43.5,0.5,19.0,0.71,15.0,0.71,sitting
233,58250,43.5,0.5,18.75,0.83,15.5,0.87,sitting
234,58500,43.5,0.5,19.0,1.22,14.0,1.22,sitting
235,58750,42.5,0.5,17.0,1.0,12.0,0.0,sitting
236,59000,42.83,0.69,19.17,0.69,12.0,1.22,sitting
237,59250,42.75,0.43,19.33,0.47,11.0,0.82,sitting
238,59500,43.0,0.71,19.5,1.5,10.67,1.89,sitting
239,59750,43.33,0.94,19.75,1.09,10.33,1.25,sitting
240,60000,43.5,0.5,20.5,1.12,10.75,0.83,sitting
241,60250,43.5,0.5,22.25,0.43,12.0,1.63,sitting
242,60500,44.0,0.0,22.0,0.0,13.25,1.09,sitting
243,60750,43.5,0.5,22.5,0.87,12.33,1.89,sitting
244,61000,43.5,0.5,21.75,1.09,11.0,1.22,sitting
245,61250,44.0,0.71,20.5,1.12,9.5,0.87,sitting
246,61500,43.75,0.43,17.5,0.5,9.25,1.79,sitting
247,61750,43.75,0.43,19.25,0.83,10.75,0.43,sitting
248,62000,43.75,0.43,20.25,1.3,13.25,2.59,sitting
249,62250,43.5,0.5,15.0,1.87,15.0,1.22,sitting
250,62500,43.5,0.5,15.25,0.43,13.25,1.3,sitting
251,62750,43.5,0.5,12.67,0.47,14.0,1.41,sitting
252,63000,43.5,0.5,14.5,1.12,15.5,0.5,sitting
253,63250,43.67,0.47,15.0,0.0,19.0,0.82,sitting
254,63500,43.0,0.0,15.0,0.0,20.5,0.5,sitting
255,63750,43.5,0.5,15.0,0.0,20.25,0.43,sitting
256,64000,43.5,0.5,15.0,0.0,20.5,0.5,sitting
257,64250,43.5,0.5,15.0,0.0,20.75,0.43,sitting
258,64500,43.5,0.5,15.0,0.0,20.75,0.43,sitting
259,64750,43.5,0.5,15.0,0.0,20.0,0.71,sitting
260,65000,43.5,0.5,15.0,0.0,19.5,0.5,sitting
261,65250,43.25,0.83,15.0,0.0,19.5,0.5,sitting
262,65500,43.5,0.5,15.0,0.0,19.25,0.43,sitting
263,65750,43.5,0.5,15.0,0.0,18.75,0.43,sitting
264,66000,43.5,0.5,15.0,0.0,18.33,0.47,sitting
265,66250,43.5,0.5,15.0,0.0,17.5,0.5,sitting
266,66500,43.5,0.5,15.0,0.0,17.75,0.43,sitting
267,66750,43.5,0.5,15.0,0.0,17.5,0.5,sitting
268,67000,43.67,0.47,15.0,0.0,18.0,0.82,sitting
269,67250,43.5,0.5,15.75,0.43,18.0,0.0,sitting
270,67500,43.33,0.47,16.67,0.47,18.0,0.0,sitting
271,67750,43.5,0.5,16.25,0.43,18.0,0.0,sitting
272,68000,43.5,0.5,15.75,0.43,18.0,0.0,sitting
273,68250,43.5,0.5,15.0,0.0,18.0,0.0,sitting
274,68500,43.5,0.5,15.0,0.0,18.25,0.43,sitting
275,68750,43.5,0.5,15.67,0.47,18.33,0.47,sitting
276,69000,43.5,0.5,16.25,0.43,18.25,0.43,sitting
277,69250,43.67,0.47,16.0,0.0,18.33,0.47,sitting
278,69500,43.5,0.5,15.75,0.83,18.25,0.43,sitting
279,69750,43.5,0.5,16.25,0.43,18.25,0.43,sitting
280,70000,43.67,0.47,15.5,0.5,18.0,0.0,sitting
281,70250,43.5,0.5,15.25,0.43,17.75,0.43,sitting
282,70500,43.25,0.83,15.0,0.0,17.75,0.43,sitting
283,70750,43.5,0.5,15.75,0.43,18.0,0.0,sitting
284,71000,43.33,0.47,15.0,0.0,17.75,0.43,sitting
285,71250,43.0,0.71,16.0,0.71,18.5,0.5,sitting
286,71500,43.5,0.5,16.0,0.71,18.25,0.43,sitting
287,71750,43.5,0.5,15.5,0.87,18.75,0.43,sitting
288,72000,43.5,0.5,15.0,0.0,18.75,0.83,sitting
289,72250,43.5,0.5,15.75,0.83,18.5,0.5,sitting
290,72500,43.5,0.5,15.0,0.0,18.0,0.0,sitting
291,72750,43.5,0.5,15.25,0.43,18.0,0.0,sitting
292,73000,43.5,0.5,15.5,0.5,18.25,0.43,sitting
293,73250,43.25,0.83,16.0,0.0,18.25,0.43,sitting
294,73500,43.5,0.5,16.25,0.43,17.75,0.43,sitting
295,73750,43.5,0.5,16.5,0.5,16.5,0.5,sitting
296,74000,43.5,0.5,15.67,0.47,17.33,0.94,sitting
297,74250,43.5,0.5,16.5,0.5,17.25,0.43,sitting
298,74500,43.67,0.47,16.25,0.43,17.67,0.47,sitting
299,74750,43.25,0.83,16.0,0.0,17.5,0.5,sitting
300,75000,43.5,0.5,16.25,0.43,17.25,0.83,sitting
301,75250,43.33,0.47,16.33,0.47,17.75,0.43,sitting
302,75500,43.25,0.83,15.5,0.5,18.0,0.0,sitting
303,75750,43.5,0.5,16.5,0.5,18.0,0.0,sitting
304,76000,43.5,0.5,16.5,0.5,18.0,0.0,sitting
305,76250,43.5,0.5,16.5,0.5,18.0,0.0,sitting
306,76500,43.5,0.5,16.5,0.5,18.0,0.0,sitting
307,76750,43.25,0.83,17.25,0.43,18.25,0.43,sitting
308,77000,43.5,0.5,16.75,0.43,18.0,0.0,sitting
309,77250,43.5,0.5,16.75,0.43,18.0,0.0,sitting
310,77500,43.5,0.5,16.0,1.22,18.5,0.5,sitting
311,77750,43.25,0.83,16.0,1.22,20.5,0.87,sitting
312,78000,43.25,0.83,15.0,0.0,19.25,0.43,sitting
313,78250,43.5,0.5,15.0,0.0,19.0,0.82,sitting
314,78500,43.67,0.47,14.5,0.5,21.0,0.0,sitting
315,78750,43.67,0.47,14.5,0.5,21.0,0.0,sitting
316,79000,43.42,0.64,14.92,0.28,20.25,0.6,sitting
317,79250,43.42,0.64,14.92,0.28,20.25,0.6,sitting
318,79500,43.33,0.47,15.67,0.94,18.25,0.83,sitting
319,79750,43.5,0.5,18.25,0.43,15.75,0.83,sitting
320,80000,43.5,0.5,20.0,0.0,16.0,0.71,sitting
321,80250,43.25,0.83,19.5,0.5,15.25,0.83,sitting
322,80500,43.5,0.5,18.0,0.0,16.0,0.71,sitting
323,80750,43.5,0.5,18.0,0.0,15.5,0.5,sitting
324,81000,43.5,0.5,18.0,0.0,15.25,0.43,sitting
325,81250,43.25,0.83,18.0,0.0,15.5,0.5,sitting
326,81500,43.5,0.5,18.0,0.0,15.33,0.47,sitting
327,81750,43.5,0.5,18.25,0.43,15.5,0.5,sitting
328,82000,43.5,0.5,18.0,0.0,15.33,0.47,sitting
329,82250,43.5,0.5,18.25,0.43,15.5,0.5,sitting
330,82500,43.67,0.47,18.5,0.5,15.33,0.47,sitting
331,82750,43.5,0.5,20.0,0.0,15.25,0.83,sitting
332,83000,43.0,0.82,19.0,0.82,14.5,0.87,sitting
333,83250,43.5,0.5,18.0,0.0,14.75,1.09,sitting
334,83500,43.5,0.5,18.0,0.0,16.0,1.0,sitting
335,83750,43.25,0.83,17.0,0.71,17.75,0.43,sitting
336,84000,43.5,0.5,16.0,0.0,18.33,0.47,sitting
337,84250,43.33,0.47,15.75,0.43,20.67,0.47,sitting
338,84500,43.25,0.83,15.0,0.0,21.25,0.43,sitting
339,84750,42.75,0.83,15.0,0.0,21.0,0.0,sitting
340,85000,42.5,0.5,17.75,0.83,21.0,0.0,sitting
341,85250,43.0,0.0,16.67,0.94,21.5,0.87,sitting
342,85500,43.25,0.43,16.5,1.66,19.75,1.3,sitting
343,85750,43.25,0.83,18.0,0.0,21.0,0.0,sitting
344,86000,42.75,0.43,18.0,0.0,20.75,0.43,sitting
345,86250,43.25,0.83,17.25,0.83,20.75,0.43,sitting
346,86500,43.0,0.71,17.75,0.43,21.0,0.0,sitting
347,86750,43.0,0.71,17.25,0.43,21.0,0.0,sitting
348,87000,42.75,0.43,18.0,0.0,21.0,0.0,sitting
349,87250,42.75,0.83,18.0,0.0,20.5,0.5,sitting
350,87500,43.5,0.5,18.0,0.0,20.75,0.43,sitting
351,87750,42.75,0.43,18.0,0.0,21.0,0.0,sitting
352,88000,42.75,0.43,18.0,0.0,21.0,0.0,sitting
353,88250,42.75,0.43,18.0,0.0,21.25,0.43,sitting
354,88500,42.75,0.83,18.0,0.0,19.75,0.83,sitting
355,88750,42.25,0.43,16.5,0.87,20.0,1.22,sitting
356,89000,42.0,0.0,17.5,0.5,18.67,1.7,sitting
357,89250,42.0,0.0,18.67,0.47,20.67,0.47,sitting
358,89500,42.0,0.0,18.0,0.0,18.5,1.66,sitting
359,89750,42.0,0.0,18.0,0.0,16.25,0.83,sitting
360,90000,42.25,0.43,17.75,0.43,15.5,1.66,sitting
361,90250,43.0,0.0,18.0,0.0,10.5,0.87,sitting
362,90500,43.25,0.83,18.75,0.43,9.0,0.0,sitting
363,90750,42.5,0.5,18.25,0.43,11.0,0.82,sitting
364,91000,42.75,0.83,18.0,0.0,13.25,2.77,sitting
365,91250,42.5,0.5,17.75,0.43,16.0,1.87,sitting
366,91500,42.0,0.0,15.75,0.83,17.5,1.12,sitting
367,91750,42.0,0.0,16.33,1.25,17.25,0.83,sitting
368,92000,42.25,0.43,18.0,0.0,17.75,0.43,sitting
369,92250,42.5,0.5,18.0,0.0,17.67,0.47,sitting
370,92500,42.5,0.5,15.5,1.66,13.25,1.92,sitting
371,92750,42.5,0.5,12.25,0.43,13.25,1.09,sitting
372,93000,43.0,0.0,17.25,1.48,12.5,1.12,sitting
373,93250,43.0,0.71,19.25,0.43,12.75,1.92,sitting
374,93500,43.25,0.43,19.0,0.71,15.25,0.83,sitting
375,93750,42.5,0.5,16.33,1.25,12.0,2.94,sitting
376,94000,42.75,0.83,11.25,1.3,14.0,1.22,sitting
377,94250,42.75,0.83,15.5,0.87,14.0,0.71,sitting
378,94500,43.33,0.94,15.25,1.09,11.5,0.5,sitting
379,94750,43.0,0.71,13.25,2.38,2.33,0.94,sitting
380,95000,43.0,0.71,13.25,0.83,8.5,2.87,sitting
381,95250,43.0,0.82,11.0,1.41,12.0,0.0,sitting
382,95500,42.5,0.5,14.75,5.36,7.75,5.85,sitting
383,95750,42.5,0.5,17.25,0.83,11.5,2.6,sitting
384,96000,43.5,0.5,20.25,1.3,13.75,0.83,sitting
385,96250,42.5,0.5,20.0,0.71,11.75,0.43,sitting
386,96500,42.75,0.83,18.25,0.43,8.5,1.66,sitting
387,96750,43.25,0.43,20.0,0.0,6.5,0.87,sitting
388,97000,43.0,0.71,20.33,0.47,8.5,1.5,sitting
389,97250,43.33,0.47,21.0,0.0,14.33,1.25,sitting
390,97500,42.75,0.43,21.25,0.43,16.0,0.71,sitting
391,97750,43.0,0.82,21.0,0.0,16.25,0.43,sitting
392,98000,43.0,0.0,21.25,0.43,14.75,0.43,sitting
393,98250,42.33,0.47,21.0,0.0,15.25,0.43,sitting
394,98500,42.67,0.94,21.0,0.0,16.0,0.71,sitting
395,98750,42.75,0.83,21.0,0.0,14.75,0.43,sitting
396,99000,42.75,0.43,21.0,0.0,14.75,0.43,sitting
397,99250,42.5,0.5,21.0,0.0,14.25,0.83,sitting
398,99500,42.5,0.5,21.0,0.0,14.0,1.0,sitting
399,99750,42.75,0.83,21.0,0.0,14.25,0.83,sitting
400,100000,42.5,0.5,21.0,0.0,13.25,0.43,sitting
401,100250,42.75,0.83,21.0,0.0,14.25,1.79,sitting
402,100500,42.5,0.5,21.0,0.0,17.25,0.83,sitting
403,100750,42.5,0.5,20.0,0.82,18.33,0.47,sitting
404,101000,43.0,0.71,18.25,0.43,17.75,0.43,sitting
405,101250,43.0,0.71,17.5,0.5,16.0,0.71,sitting
406,101500,43.0,0.82,18.75,0.83,17.67,0.94,sitting
407,101750,43.0,1.0,18.0,0.0,18.0,0.0,sitting
408,102000,42.33,0.47,14.33,2.05,14.0,3.24,sitting
409,102250,43.0,0.71,7.0,4.08,5.33,2.62,sitting
410,102500,42.5,0.5,12.5,3.57,12.5,5.68,sitting
411,102750,42.25,0.43,19.5,0.5,9.5,4.5,sitting
412,103000,43.25,1.09,18.75,0.83,13.0,2.16,sitting
413,103250,47.25,1.3,11.75,4.26,11.75,3.11,sitting
414,103500,42.75,4.44,9.33,0.47,10.75,1.79,sitting
415,103750,37.0,1.0,8.33,4.78,10.5,2.06,sitting
416,104000,38.0,1.22,13.75,2.49,14.0,4.74,sitting
417,104250,37.75,1.79,15.75,5.12,25.0,2.12,sitting
418,104500,45.25,2.05,18.5,1.8,27.75,0.43,sitting
419,104750,39.75,3.27,21.67,0.94,24.33,3.68,sitting
420,105000,33.25,1.79,22.25,1.3,19.0,2.74,sitting
